,x,y,Activity
3624,22.104958,-43.39681,STANDING
3625,-16.883413,-33.48427,STANDING
3626,12.534037,-46.770626,STANDING
3627,23.348162,-44.112324,STANDING
3628,-23.080244,-21.39001,STANDING
3629,14.851454,-41.81775,STANDING
3630,13.381279,-41.21892,STANDING
3631,17.158556,-42.25911,STANDING
3632,14.745972,-41.72117,STANDING
3633,18.721111,-42.442448,STANDING
3634,23.184263,-42.48461,STANDING
3635,24.87459,-42.84168,STANDING
3636,22.918482,-42.462822,STANDING
3637,15.893976,-42.06165,STANDING
3638,16.217518,-42.124496,STANDING
3639,21.960184,-42.440754,STANDING
3640,23.418962,-42.440502,STANDING
3641,12.913856,-40.998455,STANDING
3642,17.076225,-41.91089,STANDING
3643,21.276958,-42.028038,STANDING
3644,13.35635,-41.183952,STANDING
3645,18.117691,-42.225754,STANDING
3646,-50.75089,-5.206235,SITTING
3647,-51.526794,-5.4895186,SITTING
3648,-54.032932,-6.7989726,SITTING
3649,-55.499256,-7.5571003,SITTING
3650,-56.2614,-7.89577,SITTING
3651,-57.053196,-8.085372,SITTING
3652,-53.444603,-6.323892,SITTING
3653,-54.08137,-6.6836786,SITTING
3654,-55.235176,-7.278467,SITTING
3655,-49.729958,-4.236628,SITTING
3656,-49.860004,-4.306584,SITTING
3657,-49.494366,-4.112233,SITTING
3658,-49.89538,-4.355583,SITTING
3659,-50.437164,-4.758688,SITTING
3660,-54.130856,-6.7213783,SITTING
3661,-52.827045,-6.020676,SITTING
3662,-49.498505,-4.1067643,SITTING
3663,-49.618378,-4.1642833,SITTING
3664,-50.049168,-4.416682,SITTING
3665,-39.776722,-11.126544,SITTING
3666,-41.890617,-12.732603,SITTING
3667,-44.737896,-21.300678,SITTING
3668,-42.247498,-11.354266,SITTING
3669,-42.562393,-11.340889,SITTING
3670,-56.209194,-32.178932,SITTING
3671,-42.60925,-13.317592,SITTING
3672,-43.593575,-16.584883,SITTING
3673,-42.826576,-8.832557,SITTING
3674,-42.893578,-8.956553,SITTING
3675,-42.800358,-12.107927,SITTING
3676,-42.83456,-12.100755,SITTING
3677,-43.043777,-9.486699,SITTING
3678,-43.03918,-9.442306,SITTING
3679,-43.02037,-9.3085575,SITTING
3680,-43.069588,-10.253114,SITTING
3681,-42.920177,-11.808952,SITTING
3682,-42.950714,-11.585965,SITTING
3683,-57.208134,10.942443,LAYING
3684,-57.292244,10.664774,LAYING
3685,-57.38476,12.505453,LAYING
3686,-57.337574,11.195969,LAYING
3687,-57.318577,11.084523,LAYING
3688,-57.342937,13.016023,LAYING
3689,-55.97349,21.023779,LAYING
3690,-56.35808,19.995579,LAYING
3691,-56.872543,19.01661,LAYING
3692,-57.31659,12.458685,LAYING
3693,-57.363525,12.708451,LAYING
3694,-57.39384,12.795615,LAYING
3695,-57.40668,13.164063,LAYING
3696,-57.3241,10.881068,LAYING
3697,-57.37547,11.555949,LAYING
3698,-57.33328,13.280119,LAYING
3699,-57.505608,15.162515,LAYING
3700,-57.313828,18.273413,LAYING
3701,-57.346397,12.1734085,LAYING
3702,-57.350273,12.527343,LAYING
3703,-57.29798,10.872328,LAYING
3704,-43.664185,29.999186,LAYING
3705,-42.41975,44.03406,LAYING
3706,-43.09761,13.480562,LAYING
3707,-43.384865,14.10796,LAYING
3708,-44.265675,20.915222,LAYING
3709,-43.216305,13.846805,LAYING
3710,-43.17481,13.778987,LAYING
3711,-43.321804,14.268544,LAYING
3712,-43.1561,13.796213,LAYING
3713,-43.58193,18.612314,LAYING
3714,-43.714016,19.168518,LAYING
3715,-43.597412,29.498611,LAYING
3716,-44.18849,20.783733,LAYING
3717,-43.053036,13.546709,LAYING
3718,-43.37157,14.408633,LAYING
3719,-43.217476,13.892173,LAYING
3720,-42.247852,12.787843,LAYING
3721,-42.868584,13.287187,LAYING
3722,-44.291153,21.204609,LAYING
3723,-43.85375,19.62309,LAYING
3724,2.2159207,7.3035145,WALKING
3725,-6.3934135,29.559769,WALKING
3726,-5.4243903,28.60188,WALKING
3727,-4.93257,28.435345,WALKING
3728,-7.0637627,29.785908,WALKING
3729,-6.446622,29.45426,WALKING
3730,-5.760569,29.417233,WALKING
3731,-5.319753,28.904554,WALKING
3732,-6.5347652,28.800325,WALKING
3733,-4.8857646,28.428831,WALKING
3734,-3.7575376,28.675476,WALKING
3735,5.4426,7.8096933,WALKING
3736,3.7463295,29.917135,WALKING
3737,3.471401,29.777739,WALKING
3738,15.333689,4.6078353,WALKING
3739,-5.7179,29.961443,WALKING
3740,-5.692261,29.980915,WALKING
3741,-4.496888,30.378847,WALKING
3742,-3.618995,35.25544,WALKING
3743,-6.197967,33.370064,WALKING
3744,-6.243964,33.15583,WALKING
3745,-7.8046966,29.463453,WALKING
3746,-6.6358495,30.362387,WALKING
3747,-6.1872582,30.138857,WALKING
3748,-6.219225,29.412905,WALKING
3749,-6.667397,28.785023,WALKING
3750,-6.3304663,28.426722,WALKING
3751,-8.383497,48.122993,WALKING_DOWNSTAIRS
3752,-9.407458,48.588383,WALKING_DOWNSTAIRS
3753,-7.965891,48.314762,WALKING_DOWNSTAIRS
3754,-5.3736067,43.36265,WALKING_DOWNSTAIRS
3755,-4.8371196,43.72171,WALKING_DOWNSTAIRS
3756,-3.2039487,48.950153,WALKING_DOWNSTAIRS
3757,-3.0415032,50.472393,WALKING_DOWNSTAIRS
3758,-7.602542,45.987953,WALKING_DOWNSTAIRS
3759,-10.413222,46.453514,WALKING_DOWNSTAIRS
3760,-10.811949,47.28357,WALKING_DOWNSTAIRS
3761,-8.767229,46.318676,WALKING_DOWNSTAIRS
3762,-8.681813,46.408966,WALKING_DOWNSTAIRS
3763,-10.377284,46.753986,WALKING_DOWNSTAIRS
3764,-11.010985,46.701553,WALKING_DOWNSTAIRS
3765,44.418575,10.016639,WALKING_UPSTAIRS
3766,49.757137,7.83713,WALKING_UPSTAIRS
3767,48.79244,14.788766,WALKING_UPSTAIRS
3768,45.875195,14.112562,WALKING_UPSTAIRS
3769,51.201897,7.7178826,WALKING_UPSTAIRS
3770,45.64534,10.56905,WALKING_UPSTAIRS
3771,45.570164,10.797239,WALKING_UPSTAIRS
3772,44.65541,20.61729,WALKING_UPSTAIRS
3773,44.95644,11.472041,WALKING_UPSTAIRS
3774,44.81403,11.517032,WALKING_UPSTAIRS
3775,43.47423,12.1911745,WALKING_UPSTAIRS
3776,42.859962,12.149506,WALKING_UPSTAIRS
3777,42.403084,11.930557,WALKING_UPSTAIRS
3778,42.424286,11.95652,WALKING_UPSTAIRS
3779,-6.2127175,44.77564,WALKING_DOWNSTAIRS
3780,-8.976539,46.07033,WALKING_DOWNSTAIRS
3781,-8.914549,48.037945,WALKING_DOWNSTAIRS
3782,-9.521981,47.658913,WALKING_DOWNSTAIRS
3783,-9.89313,48.458076,WALKING_DOWNSTAIRS
3784,-8.184646,46.166416,WALKING_DOWNSTAIRS
3785,-9.129892,46.00203,WALKING_DOWNSTAIRS
3786,45.02372,11.32571,WALKING_UPSTAIRS
3787,46.304024,9.920869,WALKING_UPSTAIRS
3788,44.458984,11.705932,WALKING_UPSTAIRS
3789,43.9129,11.926471,WALKING_UPSTAIRS
3790,20.522917,28.474749,WALKING_UPSTAIRS
3791,27.743511,31.137913,WALKING_UPSTAIRS
3792,45.604515,11.549248,WALKING_UPSTAIRS
3793,18.60911,-76.15584,STANDING
3794,17.06325,-75.37913,STANDING
3795,18.30654,-73.9123,STANDING
3796,20.369955,-74.479416,STANDING
3797,22.515383,-74.35487,STANDING
3798,9.611795,-68.34575,STANDING
3799,21.90402,-74.56834,STANDING
3800,22.276386,-74.421936,STANDING
3801,21.771528,-74.46456,STANDING
3802,21.573523,-74.561035,STANDING
3803,18.275064,-74.15945,STANDING
3804,21.285719,-73.88346,STANDING
3805,-21.10873,-31.346766,STANDING
3806,-20.338442,-33.427307,STANDING
3807,3.173068,-57.977554,STANDING
3808,3.1929843,-58.40924,STANDING
3809,-8.303928,-45.551678,STANDING
3810,-26.584003,-16.960802,STANDING
3811,-20.675205,-31.620047,STANDING
3812,-20.062113,-33.78849,STANDING
3813,17.440687,-73.71266,STANDING
3814,17.566978,-73.866974,STANDING
3815,-25.328722,-21.01653,STANDING
3816,9.163145,-67.067314,STANDING
3817,18.421005,-76.362404,STANDING
3818,2.1005867,-49.068794,STANDING
3819,1.9186707,-49.10882,STANDING
3820,18.308012,-76.40118,STANDING
3821,8.1535225,-66.84532,STANDING
3822,-2.9032729,-43.534164,STANDING
3823,-26.333107,-17.156017,STANDING
3824,-21.061493,-31.314268,STANDING
3825,-51.59782,-3.2962852,SITTING
3826,-51.205254,-3.2350852,SITTING
3827,-51.406754,-3.3019023,SITTING
3828,-52.713108,-3.984884,SITTING
3829,-57.610416,-7.471397,SITTING
3830,-57.583103,-7.4659753,SITTING
3831,-51.836845,-3.4591174,SITTING
3832,-51.722973,-3.412363,SITTING
3833,-51.655926,-3.3986056,SITTING
3834,-50.890644,-3.1697993,SITTING
3835,-52.50918,-3.8672543,SITTING
3836,-52.61332,-3.9413502,SITTING
3837,-53.14196,-4.3875747,SITTING
3838,-51.242245,-3.2695596,SITTING
3839,-52.122726,-3.6246636,SITTING
3840,-39.100548,-11.029243,SITTING
3841,-33.66795,-10.472097,SITTING
3842,-36.20214,-16.553709,SITTING
3843,-34.528786,-12.789789,SITTING
3844,-34.55616,-12.870978,SITTING
3845,-40.28674,-25.180231,SITTING
3846,-39.893394,-24.564342,SITTING
3847,-48.677876,-39.38468,SITTING
3848,-40.728264,-27.479433,SITTING
3849,-37.0571,-16.453068,SITTING
3850,-36.63746,-15.974305,SITTING
3851,-50.450752,-38.96967,SITTING
3852,-43.555573,-29.607073,SITTING
3853,-40.88778,-25.554235,SITTING
3854,-52.677673,-39.661922,SITTING
3855,-49.75489,-38.662964,SITTING
3856,-52.24523,-39.429405,SITTING
3857,-50.493988,-38.45255,SITTING
3858,-44.857002,-31.080492,SITTING
3859,-40.278107,-24.541765,SITTING
3860,-40.945137,-27.328646,SITTING
3861,-51.636147,48.35804,LAYING
3862,-52.209045,49.315826,LAYING
3863,-52.013405,49.0188,LAYING
3864,-53.32407,53.086845,LAYING
3865,-53.307377,53.101093,LAYING
3866,-52.56576,50.985584,LAYING
3867,-53.69794,53.10101,LAYING
3868,-53.02162,52.18345,LAYING
3869,-52.21948,49.77608,LAYING
3870,-53.375874,52.67784,LAYING
3871,-51.609486,48.483665,LAYING
3872,-53.720573,53.652065,LAYING
3873,-53.523533,53.379276,LAYING
3874,-53.72667,53.71508,LAYING
3875,-52.676186,51.04165,LAYING
3876,-53.36177,52.469048,LAYING
3877,-53.997555,53.096905,LAYING
3878,-54.12651,53.927227,LAYING
3879,-54.15054,53.587242,LAYING
3880,-54.1311,53.776165,LAYING
3881,-54.131138,53.58502,LAYING
3882,-53.637096,53.318268,LAYING
3883,-53.74814,53.62941,LAYING
3884,-53.335224,51.274075,LAYING
3885,-53.45515,51.837646,LAYING
3886,-52.57774,49.842503,LAYING
3887,-52.504013,49.811665,LAYING
3888,-51.650143,48.430573,LAYING
3889,-52.356834,19.732098,LAYING
3890,-53.517426,52.162167,LAYING
3891,-54.239582,52.874393,LAYING
3892,-53.91433,52.496635,LAYING
3893,-53.591396,52.17398,LAYING
3894,-52.981613,50.291054,LAYING
3895,-53.873066,51.164177,LAYING
3896,-52.670334,46.568142,LAYING
3897,-54.152027,46.98609,LAYING
3898,-55.128918,52.261173,LAYING
3899,-52.96661,49.289867,LAYING
3900,-52.54042,19.884033,LAYING
3901,-51.598545,48.227005,LAYING
3902,-53.36309,51.508087,LAYING
3903,-3.4791465,34.27769,WALKING
3904,-6.790648,33.262108,WALKING
3905,-9.008505,32.20513,WALKING
3906,-9.133571,32.47552,WALKING
3907,-9.501386,34.533394,WALKING
3908,-9.607319,34.805233,WALKING
3909,-7.4679565,31.583778,WALKING
3910,-7.805191,33.152023,WALKING
3911,-7.7934127,33.61342,WALKING
3912,-6.5184054,33.541954,WALKING
3913,-7.4706907,30.525356,WALKING
3914,-8.354595,33.25618,WALKING
3915,-7.279117,38.574333,WALKING
3916,23.784378,37.527622,WALKING
3917,-9.244823,32.5851,WALKING
3918,-8.499716,34.058437,WALKING
3919,-9.1444845,33.10774,WALKING
3920,-9.161209,33.255733,WALKING
3921,-8.660581,33.461876,WALKING
3922,-9.643889,34.79157,WALKING
3923,-9.634993,34.686142,WALKING
3924,-9.736421,32.06024,WALKING
3925,-9.623342,32.03732,WALKING
3926,-9.224836,33.316,WALKING
3927,-7.197392,31.239305,WALKING
3928,-11.1578045,49.119186,WALKING_DOWNSTAIRS
3929,-11.210005,48.980072,WALKING_DOWNSTAIRS
3930,-11.883476,45.883293,WALKING_DOWNSTAIRS
3931,-8.561924,45.927708,WALKING_DOWNSTAIRS
3932,-9.382159,45.892754,WALKING_DOWNSTAIRS
3933,-10.0632105,45.561157,WALKING_DOWNSTAIRS
3934,-12.458365,47.91732,WALKING_DOWNSTAIRS
3935,-12.57629,48.022755,WALKING_DOWNSTAIRS
3936,-11.891157,46.626274,WALKING_DOWNSTAIRS
3937,-11.062658,46.74769,WALKING_DOWNSTAIRS
3938,-12.0247,46.880913,WALKING_DOWNSTAIRS
3939,-12.175803,47.98837,WALKING_DOWNSTAIRS
3940,41.82833,27.64081,WALKING_UPSTAIRS
3941,47.63068,15.27051,WALKING_UPSTAIRS
3942,45.51906,16.439053,WALKING_UPSTAIRS
3943,45.16243,16.542772,WALKING_UPSTAIRS
3944,48.797657,17.052322,WALKING_UPSTAIRS
3945,49.17413,17.106562,WALKING_UPSTAIRS
3946,45.15068,12.761025,WALKING_UPSTAIRS
3947,44.963287,20.514128,WALKING_UPSTAIRS
3948,46.396572,20.001871,WALKING_UPSTAIRS
3949,46.56611,19.500645,WALKING_UPSTAIRS
3950,57.06495,13.936703,WALKING_UPSTAIRS
3951,57.123768,13.960676,WALKING_UPSTAIRS
3952,65.85807,13.606144,WALKING_UPSTAIRS
3953,-11.462031,48.668594,WALKING_DOWNSTAIRS
3954,-12.269875,47.55709,WALKING_DOWNSTAIRS
3955,-12.369286,46.44847,WALKING_DOWNSTAIRS
3956,-12.46652,46.20009,WALKING_DOWNSTAIRS
3957,-12.470108,46.12459,WALKING_DOWNSTAIRS
3958,-12.339449,46.72633,WALKING_DOWNSTAIRS
3959,46.812687,20.928255,WALKING_UPSTAIRS
3960,46.846313,20.870642,WALKING_UPSTAIRS
3961,46.866417,20.921541,WALKING_UPSTAIRS
3962,46.923325,21.032173,WALKING_UPSTAIRS
3963,61.309868,20.17305,WALKING_UPSTAIRS
3964,61.315697,20.261145,WALKING_UPSTAIRS
3965,-0.23193489,-40.14743,STANDING
3966,-14.080693,-22.690466,STANDING
3967,-0.83020395,-21.271172,STANDING
3968,-0.67898685,-21.51292,STANDING
3969,14.679706,-28.876413,STANDING
3970,2.666281,-20.551865,STANDING
3971,2.618107,-20.68989,STANDING
3972,14.118119,-29.098475,STANDING
3973,-3.043989,-21.321522,STANDING
3974,-3.2839344,-21.328442,STANDING
3975,1.5640134,-20.713717,STANDING
3976,1.8125845,-20.694069,STANDING
3977,1.998686,-20.705137,STANDING
3978,2.6264455,-20.738523,STANDING
3979,-12.661792,-25.34452,STANDING
3980,-20.782383,-18.484167,STANDING
3981,-12.57816,-25.434198,STANDING
3982,12.952307,-29.90418,STANDING
3983,12.709648,-30.231878,STANDING
3984,13.517294,-29.313055,STANDING
3985,13.501242,-29.329874,STANDING
3986,12.68822,-30.146276,STANDING
3987,13.000072,-29.735302,STANDING
3988,2.8011858,-17.322489,STANDING
3989,4.311909,-18.796106,STANDING
3990,-13.485465,-23.132622,STANDING
3991,3.7560158,-18.271278,STANDING
3992,-22.223614,-12.827459,STANDING
3993,-23.45071,-11.654202,STANDING
3994,-23.640327,-11.520026,STANDING
3995,-13.058477,-23.149197,STANDING
3996,3.0301547,-18.606686,STANDING
3997,-13.413656,-23.032831,STANDING
3998,-13.187746,-23.182978,STANDING
3999,2.2106204,-18.94204,STANDING
4000,13.561835,-27.217405,STANDING
4001,-12.8696575,-23.320759,STANDING
4002,2.025847,-18.80364,STANDING
4003,0.46305588,-19.489132,STANDING
4004,13.475918,-27.099403,STANDING
4005,13.639844,-27.261848,STANDING
4006,13.521806,-27.111752,STANDING
4007,13.5005865,-27.082125,STANDING
4008,13.481412,-27.057814,STANDING
4009,1.087851,-19.144176,STANDING
4010,-22.882605,-13.160451,SITTING
4011,-22.378916,-13.726063,SITTING
4012,-19.471888,-20.65616,SITTING
4013,6.0742373,-30.506628,SITTING
4014,3.9213703,-30.925358,SITTING
4015,-3.63423,-29.457027,SITTING
4016,5.697304,-30.64726,SITTING
4017,3.378852,-30.958252,SITTING
4018,-3.5734,-29.48622,SITTING
4019,3.3044853,-30.954426,SITTING
4020,3.634808,-31.024904,SITTING
4021,5.107128,-30.880163,SITTING
4022,-1.6491958,-29.947382,SITTING
4023,-8.256877,-26.597836,SITTING
4024,-1.5950017,-29.945208,SITTING
4025,3.7079058,-31.142582,SITTING
4026,4.160448,-31.131668,SITTING
4027,4.65213,-31.054064,SITTING
4028,4.1819625,-31.136887,SITTING
4029,4.0417643,-31.195318,SITTING
4030,-0.8605188,-30.236055,SITTING
4031,0.7033546,-30.657305,SITTING
4032,-1.7530696,-29.967962,SITTING
4033,-17.930037,-51.140457,SITTING
4034,-6.597293,-63.39366,SITTING
4035,-6.3241806,-64.44538,SITTING
4036,-7.030193,-69.132416,SITTING
4037,-9.754047,-61.153458,SITTING
4038,-17.836067,-44.017853,SITTING
4039,-6.3771696,-67.2584,SITTING
4040,-8.104495,-71.141075,SITTING
4041,-6.489743,-66.22134,SITTING
4042,-17.48654,-44.59945,SITTING
4043,-8.5831995,-71.90883,SITTING
4044,-8.013289,-71.11127,SITTING
4045,-8.639125,-71.8283,SITTING
4046,-7.4360933,-69.69129,SITTING
4047,-6.8420253,-68.01412,SITTING
4048,-8.627917,-71.78428,SITTING
4049,-6.9580574,-68.34053,SITTING
4050,-17.707485,-44.237705,SITTING
4051,-6.519272,-65.854576,SITTING
4052,-8.8594,-71.8987,SITTING
4053,-8.49817,-71.49528,SITTING
4054,-6.5734563,-66.20642,SITTING
4055,-7.31502,-69.21382,SITTING
4056,-9.64702,-72.539276,SITTING
4057,-50.88639,34.301247,LAYING
4058,-26.712383,32.68746,LAYING
4059,-27.095745,30.801178,LAYING
4060,-26.288557,36.417355,LAYING
4061,-26.212317,37.19081,LAYING
4062,-26.108978,37.559326,LAYING
4063,-26.17927,36.910255,LAYING
4064,-26.484406,33.448223,LAYING
4065,-26.26599,35.79384,LAYING
4066,-26.259323,35.840504,LAYING
4067,-26.281448,35.133022,LAYING
4068,-25.903622,38.039494,LAYING
4069,-26.196894,35.409622,LAYING
4070,-26.061087,36.85625,LAYING
4071,-26.671837,31.968634,LAYING
4072,-26.888666,30.990488,LAYING
4073,-26.04372,37.510994,LAYING
4074,-25.94399,37.985435,LAYING
4075,-26.191986,35.759346,LAYING
4076,-50.509415,33.63397,LAYING
4077,-26.44131,29.03283,LAYING
4078,-27.625675,20.101242,LAYING
4079,-27.40709,21.227169,LAYING
4080,-25.060272,31.225088,LAYING
4081,-23.232141,37.205647,LAYING
4082,-23.468313,38.555405,LAYING
4083,-23.354815,38.27464,LAYING
4084,-23.216093,36.75631,LAYING
4085,-23.179783,38.696373,LAYING
4086,-23.464983,38.54576,LAYING
4087,-23.530909,38.808247,LAYING
4088,-25.25802,30.728964,LAYING
4089,-25.953976,29.555695,LAYING
4090,-27.847467,18.268917,LAYING
4091,-23.164106,37.30553,LAYING
4092,-23.160324,37.40345,LAYING
4093,-25.64235,30.027273,LAYING
4094,-27.174911,22.428099,LAYING
4095,-28.174824,14.16257,LAYING
4096,-23.059464,37.78525,LAYING
4097,-23.256138,36.13299,LAYING
4098,-23.228271,38.148945,LAYING
4099,-23.361738,38.72544,LAYING
4100,-23.201214,37.977177,LAYING
4101,10.845806,-8.900845,WALKING
4102,49.203953,13.400015,WALKING
4103,49.537815,13.193093,WALKING
4104,50.75127,14.109212,WALKING
4105,50.818047,14.174455,WALKING
4106,48.48591,9.095025,WALKING
4107,48.395668,8.5329075,WALKING
4108,50.719254,13.119253,WALKING
4109,50.568775,12.846701,WALKING
4110,50.696175,13.046001,WALKING
4111,50.198727,15.569825,WALKING
4112,50.47017,15.444525,WALKING
4113,47.77683,6.491065,WALKING
4114,10.842781,-9.03084,WALKING
4115,10.94113,-9.276784,WALKING
4116,47.72992,7.0789094,WALKING
4117,47.957287,8.58567,WALKING
4118,47.763783,9.068466,WALKING
4119,48.156425,8.924945,WALKING
4120,48.00713,9.114858,WALKING
4121,47.68243,9.648693,WALKING
4122,48.549965,13.457542,WALKING
4123,48.56991,13.497525,WALKING
4124,47.990158,13.124561,WALKING
4125,47.91414,13.106891,WALKING
4126,47.252117,9.460173,WALKING
4127,47.772896,9.274526,WALKING
4128,22.853657,53.37704,WALKING_DOWNSTAIRS
4129,22.897491,54.641045,WALKING_DOWNSTAIRS
4130,22.957277,54.212337,WALKING_DOWNSTAIRS
4131,22.831734,55.264896,WALKING_DOWNSTAIRS
4132,22.573923,54.853466,WALKING_DOWNSTAIRS
4133,23.109285,56.08749,WALKING_DOWNSTAIRS
4134,22.353724,53.97975,WALKING_DOWNSTAIRS
4135,38.143185,51.2802,WALKING_DOWNSTAIRS
4136,25.651709,54.935314,WALKING_DOWNSTAIRS
4137,24.116323,59.992523,WALKING_DOWNSTAIRS
4138,22.761955,60.86742,WALKING_DOWNSTAIRS
4139,23.658943,54.618042,WALKING_DOWNSTAIRS
4140,23.239326,54.22977,WALKING_DOWNSTAIRS
4141,24.444756,53.632202,WALKING_DOWNSTAIRS
4142,25.114195,54.535854,WALKING_DOWNSTAIRS
4143,74.977745,18.986498,WALKING_UPSTAIRS
4144,74.01769,18.060598,WALKING_UPSTAIRS
4145,61.782154,14.992585,WALKING_UPSTAIRS
4146,62.02716,15.159534,WALKING_UPSTAIRS
4147,73.90014,18.574556,WALKING_UPSTAIRS
4148,75.138565,18.068628,WALKING_UPSTAIRS
4149,76.60691,18.30879,WALKING_UPSTAIRS
4150,76.445595,18.417698,WALKING_UPSTAIRS
4151,76.08888,18.765608,WALKING_UPSTAIRS
4152,75.9593,19.124182,WALKING_UPSTAIRS
4153,75.94172,17.858416,WALKING_UPSTAIRS
4154,76.13029,17.6771,WALKING_UPSTAIRS
4155,61.736717,14.630561,WALKING_UPSTAIRS
4156,74.07565,18.056118,WALKING_UPSTAIRS
4157,76.15809,18.644146,WALKING_UPSTAIRS
4158,61.666954,14.742636,WALKING_UPSTAIRS
4159,61.065575,13.883593,WALKING_UPSTAIRS
4160,24.890276,54.091167,WALKING_DOWNSTAIRS
4161,25.061062,54.622765,WALKING_DOWNSTAIRS
4162,23.97497,60.772614,WALKING_DOWNSTAIRS
4163,24.262537,60.54007,WALKING_DOWNSTAIRS
4164,24.090925,60.21936,WALKING_DOWNSTAIRS
4165,24.457178,59.012302,WALKING_DOWNSTAIRS
4166,23.970753,53.54833,WALKING_DOWNSTAIRS
4167,23.909693,53.728848,WALKING_DOWNSTAIRS
4168,64.33044,17.610409,WALKING_UPSTAIRS
4169,61.567806,14.45719,WALKING_UPSTAIRS
4170,74.750626,17.945494,WALKING_UPSTAIRS
4171,73.94153,18.163294,WALKING_UPSTAIRS
4172,61.390156,14.977271,WALKING_UPSTAIRS
4173,62.234787,17.202166,WALKING_UPSTAIRS
4174,57.187355,15.994492,WALKING_UPSTAIRS
4175,58.774525,14.065094,WALKING_UPSTAIRS
4176,-0.43106014,-40.21079,STANDING
4177,-0.8855279,-22.389221,STANDING
4178,-1.0074276,-21.76581,STANDING
4179,-1.1556702,-21.787037,STANDING
4180,-1.8187389,-22.116428,STANDING
4181,2.8782709,-17.114477,STANDING
4182,3.114386,-17.564306,STANDING
4183,-0.97067153,-20.804197,STANDING
4184,3.3477843,-17.906042,STANDING
4185,-2.4897287,-20.820526,STANDING
4186,-0.64624655,-20.201035,STANDING
4187,4.153902,-18.684206,STANDING
4188,2.5155268,-19.158033,STANDING
4189,1.1818224,-19.522055,STANDING
4190,2.4653184,-18.42103,STANDING
4191,-12.506644,-24.082293,STANDING
4192,1.3876799,-19.744875,STANDING
4193,-13.553585,-23.263556,STANDING
4194,1.8378705,-19.305277,STANDING
4195,4.5665927,-18.806454,STANDING
4196,1.9479215,-19.556612,STANDING
4197,3.5854514,-19.069685,STANDING
4198,2.7261543,-19.255873,STANDING
4199,-22.715223,-15.120841,STANDING
4200,2.9169595,-17.40587,STANDING
4201,-0.8105649,-20.73954,STANDING
4202,3.131175,-17.677217,STANDING
4203,3.4851332,-17.985472,STANDING
4204,-18.69401,-18.362497,STANDING
4205,-13.537186,-23.093641,STANDING
4206,-18.541012,-18.504711,STANDING
4207,-20.958681,-17.985977,STANDING
4208,-2.0899987,-20.60004,STANDING
4209,3.2108371,-18.798298,STANDING
4210,13.548639,-27.20031,STANDING
4211,-17.588945,-18.959015,STANDING
4212,-13.295117,-23.309465,STANDING
4213,0.77838945,-19.625422,STANDING
4214,-2.5163126,-20.703001,STANDING
4215,1.6577965,-19.049826,STANDING
4216,13.1375065,-26.618782,STANDING
4217,2.4465663,-18.71626,STANDING
4218,2.3327024,-18.697958,STANDING
4219,3.8977656,-18.692125,STANDING
4220,-36.39315,-10.94261,SITTING
4221,-36.58085,-12.9528,SITTING
4222,-45.107437,-30.416773,SITTING
4223,-48.543777,-33.917034,SITTING
4224,-45.366882,-30.692524,SITTING
4225,-40.59973,-23.782488,SITTING
4226,-44.585358,-29.81975,SITTING
4227,-51.08669,-36.12006,SITTING
4228,-51.108345,-36.16264,SITTING
4229,-49.057518,-34.33875,SITTING
4230,-53.188152,-37.509605,SITTING
4231,-44.40031,-29.597013,SITTING
4232,-53.33107,-37.62229,SITTING
4233,-54.673386,-39.30753,SITTING
4234,-54.30917,-42.512806,SITTING
4235,-54.59885,-38.613342,SITTING
4236,-49.21822,-34.18423,SITTING
4237,-53.386635,-37.13428,SITTING
4238,-29.540592,-23.168911,SITTING
4239,-8.162941,-54.19467,SITTING
4240,-5.872413,-61.693455,SITTING
4241,-9.460674,-59.69204,SITTING
4242,-7.113559,-61.99608,SITTING
4243,-21.355848,-28.609581,SITTING
4244,-16.79171,-40.87655,SITTING
4245,-9.374751,-60.155293,SITTING
4246,-8.485373,-69.96464,SITTING
4247,-8.741914,-70.95272,SITTING
4248,-7.1157703,-62.622795,SITTING
4249,-8.435846,-69.65099,SITTING
4250,-7.0830913,-66.05803,SITTING
4251,-8.9428835,-60.86549,SITTING
4252,-9.268256,-60.561363,SITTING
4253,-21.494513,-28.610838,SITTING
4254,-17.6199,-43.460464,SITTING
4255,-7.3101773,-68.42276,SITTING
4256,-9.311769,-60.806667,SITTING
4257,-9.595105,-60.53046,SITTING
4258,-30.272642,18.802689,LAYING
4259,-28.9432,24.061937,LAYING
4260,-25.871357,34.478146,LAYING
4261,-26.590912,30.336185,LAYING
4262,-26.922178,29.882442,LAYING
4263,-27.07508,12.126931,LAYING
4264,-27.059536,14.169935,LAYING
4265,-26.916885,20.985538,LAYING
4266,-27.033833,13.931218,LAYING
4267,-27.004972,12.379815,LAYING
4268,-27.022835,14.079858,LAYING
4269,-27.259462,11.042054,LAYING
4270,-27.216223,11.37472,LAYING
4271,-27.104702,12.259992,LAYING
4272,-27.406372,18.585045,LAYING
4273,-26.774385,30.311192,LAYING
4274,-25.561317,37.59721,LAYING
4275,-25.495502,38.061615,LAYING
4276,-25.409077,37.307663,LAYING
4277,-25.430536,36.853542,LAYING
4278,-25.989716,34.605534,LAYING
4279,-25.913576,34.76553,LAYING
4280,-25.948566,34.64079,LAYING
4281,-27.461462,9.371595,LAYING
4282,-29.695358,19.05926,LAYING
